Sales_ID,Name,Year,Selling_price,km_driven,Region,State or Province,City,Fuel,Seller_type,Transmission,Owner,Mileage,Engine,Max_power,Torque,Seats,Sold
350,Hyundai Grand i10 Asta,2015,434999,40000,West,California,Los Angeles,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,Y
1027,Maruti Celerio ZXI,2017,425000,40000,East,District of Columbia,Washington,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Y
1837,Ford Figo 1.5P Titanium AT,2015,416000,40000,Central,Texas,Pasadena,Petrol,Individual,Automatic,First Owner,17.01 kmpl,1499 CC,110.4 bhp,136Nm@ 4250rpm,5,Y
3399,Ford Figo 1.5P Titanium AT,2015,416000,40000,Central,Wisconsin,Wausau,Petrol,Individual,Automatic,First Owner,17.01 kmpl,1499 CC,110.4 bhp,136Nm@ 4250rpm,5,N
16,Mahindra KUV 100 mFALCON G80 K8 5str,2016,400000,40000,East,Massachusetts,Boston,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,5,Y
498,Hyundai Grand i10 AT Asta,2015,400000,40000,East,New York,New York City,Petrol,Individual,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,Y
586,Maruti Wagon R VXI Optional,2015,400000,40000,East,New York,New York City,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Y
3153,Maruti Swift VXI,2013,400000,40000,West,California,Rocklin,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5,N
4030,Hyundai Grand i10 Asta,2014,400000,40000,South,Florida,North Miami,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5,N
4160,Tata Tiago 1.2 Revotron XT,2017,400000,40000,South,North Carolina,Rocky Mount,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,N
6626,Tata Tiago 1.2 Revotron XZ,2018,400000,40000,East,New York,Woodmere,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,N
4042,Tata Tiago 1.2 Revotron XZ,2016,399000,40000,South,South Carolina,Myrtle Beach,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,N
6127,Volkswagen Polo 1.2 MPI Comfortline,2016,395000,40000,West,Oregon,Redmond,Petrol,Individual,Manual,Second Owner,16.2 kmpl,1199 CC,74 bhp,110Nm@ 3000-4300rpm,5,N
547,Maruti Wagon R VXI BS IV,2015,390000,40000,Central,Illinois,Chicago,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Y
6128,Volkswagen Polo 1.2 MPI Comfortline,2016,385000,40000,West,Oregon,Redmond,Petrol,Individual,Manual,Second Owner,16.2 kmpl,1199 CC,74 bhp,110Nm@ 3000-4300rpm,5,N
8009,Maruti Alto K10 VXI Airbag,2017,382000,40000,East,Ohio,Gahanna,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,N
280,Tata Zest Revotron 1.2 XT,2015,380000,40000,West,California,San Diego,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5,Y
5582,Hyundai i10 Magna 1.2 iTech SE,2013,375000,40000,South,Georgia,Forest Park,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5,N
886,Chevrolet Sail 1.2 LS ABS,2015,371000,40000,East,District of Columbia,Washington,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5,Y
5003,Maruti Ignis 1.2 Delta BSIV,2017,370000,40000,West,California,Twentynine Palms,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,N
5047,Ford Figo 1.2P Ambiente MT,2017,370000,40000,West,California,Hacienda Heights,Petrol,Individual,Manual,Second Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5,N
6885,Ford Figo 1.2P Ambiente MT,2017,370000,40000,West,California,San Diego,Petrol,Individual,Manual,Second Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5,N
7141,Nissan Micra Active XL Petrol,2017,370000,40000,West,Montana,Great Falls,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5,N
126,Maruti Celerio VXI,2015,360000,40000,East,Massachusetts,Boston,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Y
996,Maruti Wagon R Stingray VXI,2013,350000,40000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Y
3500,Renault KWID RXL,2018,350000,40000,Central,Oklahoma,Owasso,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,N
5109,Maruti Wagon R VXI BS IV,2015,350000,40000,East,Maryland,Middle River,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,N
6907,Maruti Alto K10 VXI,2018,350000,40000,East,Pennsylvania,Hermitage,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,N
7227,Maruti Alto K10 VXI,2017,350000,40000,South,Alabama,Mobile,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,N
1171,Maruti Wagon R VXI BS IV,2016,340000,40000,Central,Oklahoma,Muskogee,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,Y
349,Datsun GO T Option BSIV,2016,335000,40000,South,North Carolina,Charlotte,Petrol,Dealer,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5,Y
6120,Datsun GO T Option BSIV,2016,335000,40000,East,Ohio,Dayton,Petrol,Dealer,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5,N
353,Honda Brio 1.2 VX MT,2012,325000,40000,East,New York,New York City,Petrol,Dealer,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5,Y
3513,Honda Brio S MT,2014,325000,40000,East,Delaware,Newark,Petrol,Individual,Manual,Third Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5,N
7269,Renault KWID RXL,2017,325000,40000,East,Ohio,Elyria,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,N
8054,Honda City i-VTEC V,2011,325000,40000,South,Florida,Belle Glade,Petrol,Dealer,Manual,First Owner,17.4 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5,N
7955,Maruti Ritz VXi,2012,320000,40000,South,Virginia,Hampton,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5,N
7979,Maruti Ritz VXi,2012,320000,40000,West,California,Redlands,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5,N
7137,Volkswagen Polo Petrol Trendline 1.2L,2012,310000,40000,West,Arizona,Mesa,Petrol,Individual,Manual,First Owner,16.47 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm,5,N
7264,Maruti Alto K10 VXI,2016,305000,40000,Central,Indiana,Hammond,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,N
7270,Maruti Alto K10 VXI,2016,305000,40000,East,Ohio,Elyria,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,N
275,Datsun GO D Petrol,2019,300000,40000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm,5,Y
719,Mahindra KUV 100 mFALCON G80 K2,2016,300000,40000,Central,Texas,Dallas,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,115Nm@ 3500-3600rpm,6,Y
1554,Maruti Alto 800 LXI,2016,300000,40000,East,Maine,Portland,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Y
3320,Maruti Zen Estilo LX BSIV,2011,300000,40000,East,Maine,Sanford,Petrol,Individual,Manual,Third Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,N
4541,Maruti Alto K10 VXI,2015,300000,40000,Central,South Dakota,Brookings,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,N
4551,Hyundai Santro Xing GLS,2012,300000,40000,Central,Nebraska,North Platte,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,N
4552,Hyundai Santro Xing GLS,2012,300000,40000,South,Virginia,Lynchburg,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,N
5294,Hyundai i10 Sportz,2013,300000,40000,West,California,Menlo Park,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,N
3996,Hyundai i20 Magna,2013,290000,40000,Central,Illinois,Galesburg,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5,N
7194,Hyundai EON Magna Optional,2013,290000,40000,West,Arizona,Sun City,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,N
1608,Maruti Alto K10 VXI,2015,285000,40000,Central,Oklahoma,Broken Arrow,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,Y
1909,Honda Civic 1.8 V AT,2009,280000,40000,Central,Texas,Laredo,Petrol,Individual,Automatic,Third Owner,12.9 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5,Y
644,Maruti Wagon R VXI BS IV,2011,270000,40000,East,New York,New York City,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Y
5066,Maruti Wagon R VXI BS IV,2012,270000,40000,West,California,Camarillo,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,N
5968,Maruti Alto 800 VXI,2015,270000,40000,Central,Michigan,Lincoln Park,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,N
2767,Maruti Alto 800 LXI,2014,267000,40000,West,California,Oceanside,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,N
4314,Hyundai i10 Magna,2012,267000,40000,South,Louisiana,Marrero,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5,N
7777,Hyundai i10 Magna,2012,267000,40000,Central,Texas,Texarkana,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5,N
2243,Maruti Omni E MPI STD BS IV,2017,265000,40000,Central,Michigan,Grand Rapids,Petrol,Individual,Manual,Second Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8,N
4644,Maruti Omni MPI STD BSIV,2014,260000,40000,Central,Kansas,Hays,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,5,N
3341,Maruti Alto K10 2010-2014 VXI,2014,254999,40000,Central,North Dakota,Minot,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,N
4969,Maruti Alto K10 2010-2014 VXI,2014,254999,40000,Central,Texas,Rowlett,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,N
7123,Maruti Alto 800 LXI,2017,254000,40000,Central,Iowa,Mason City,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,N
1624,Maruti Alto 800 LXI,2014,250000,40000,West,California,East Los Angeles,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Y
3388,Renault KWID RXL,2017,250000,40000,Central,Wisconsin,Waukesha,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,N
4155,Maruti Alto 800 LXI,2014,250000,40000,South,North Carolina,Raleigh,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,N
6792,Maruti A-Star Vxi,2014,250000,40000,West,Nevada,North Las Vegas,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5,N
6797,Hyundai EON Magna Plus,2014,250000,40000,Central,Oklahoma,Tulsa,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,N
226,Maruti Alto 800 LXI,2015,245000,40000,East,Massachusetts,Boston,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Y
6092,Maruti Alto 800 LXI,2015,245000,40000,South,Florida,Miami,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,N
6847,Maruti Omni MPI STD BSIV,2016,240000,40000,West,California,Fairfield,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,5,N
6152,Hyundai EON Magna Plus,2013,235000,40000,West,Nevada,Las Vegas,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,N
318,Renault KWID RXL,2016,229999,40000,East,District of Columbia,Washington,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5,Y
4476,Maruti Alto K10 2010-2014 VXI,2011,229999,40000,Central,Texas,Weslaco,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,N
1956,Maruti Alto LX,2012,225000,40000,Central,Wisconsin,Sun Prairie,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,Y
617,Maruti Omni E MPI STD BS IV,2017,220000,40000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8,Y
840,Maruti Zen Estilo LXI BS IV,2010,220000,40000,South,Florida,Miami,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Y
1356,Hyundai Santro Xing GLS,2014,220000,40000,East,Massachusetts,Westford,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,Y
1581,Maruti Wagon R VXI BS IV,2011,220000,40000,West,Utah,Provo,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,Y
1802,Maruti Alto 800 LXI,2015,220000,40000,East,New York,Rome,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,Y
2725,Maruti Alto 800 Base,2016,220000,40000,Central,Illinois,Elgin,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,N
4635,Maruti Ritz LXI,2011,215000,40000,Central,Kansas,Hays,Petrol,Individual,Manual,First Owner,21.1 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5,N
5702,Hyundai i10 Magna,2011,215000,40000,South,Florida,Port Saint Lucie,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5,N
6005,Hyundai EON D Lite Plus,2014,215000,40000,East,Maryland,Essex,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,N
804,Hyundai EON D Lite Plus,2015,210000,40000,East,District of Columbia,Washington,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,Y
1774,Hyundai EON Magna Plus,2013,200000,40000,West,Idaho,Meridian,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,Y
3447,Hyundai i10 Magna,2008,200000,40000,South,Alabama,Gadsden,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5,N
6793,Maruti Alto 800 LXI,2014,200000,40000,Central,Oklahoma,Tulsa,Petrol,Individual,Manual,Third Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5,N
4019,Maruti Alto LXi,2009,195000,40000,South,North Carolina,Jacksonville,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,N
5277,Hyundai Santro Xing GL,2008,175000,40000,West,California,Temecula,Petrol,Individual,Manual,First Owner,0.0 kmpl,1086 CC,62 bhp,96.1Nm@ 3000rpm,5,N
1679,Hyundai EON D Lite,2012,170000,40000,East,Pennsylvania,Altoona,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,Y
4530,Hyundai EON D Lite,2012,170000,40000,East,Massachusetts,Attleboro,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,N
4806,Maruti Alto LXi,2011,155000,40000,West,California,La Mesa,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,N
2881,Ford Ikon 1.6 EXi NXt,2003,150000,40000,East,Ohio,Westerville,Petrol,Individual,Manual,Third Owner,14.2 kmpl,1597 CC,92 bhp,130@ 2500(kgm@ rpm),5,N
4007,Maruti Alto LXi,2009,150000,40000,South,North Carolina,Kannapolis,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,N
5418,Hyundai EON Sportz,2012,150000,40000,West,Washington,Lynnwood,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,N
6825,Hyundai Santro Xing GL,2011,150000,40000,Central,Missouri,University City,Petrol,Individual,Manual,Fourth & Above Owner,0.0 kmpl,1086 CC,62 bhp,96.1Nm@ 3000rpm,5,N
7017,Maruti Zen Estilo 1.1 LXI BSIII,2008,150000,40000,Central,Indiana,West Lafayette,Petrol,Individual,Manual,Second Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5,N
7695,Chevrolet Spark 1.0 LS,2011,150000,40000,Central,Iowa,Dubuque,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5,N
5784,Maruti Alto LXi,2011,148000,40000,Central,Texas,Sulphur Springs,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,N
3609,Maruti Wagon R LXI,2003,135000,40000,South,Florida,Immokalee,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5,N
6826,Tata Indigo Grand Petrol,2008,135000,40000,Central,Missouri,University City,Petrol,Individual,Manual,Fourth & Above Owner,12.85 kmpl,1396 CC,99.6 bhp,124Nm@ 3500rpm,5,N
438,Maruti 800 AC BSIII,2009,130000,40000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,Y
1809,Chevrolet Spark 1.0 LT,2012,125000,40000,Central,Illinois,Waukegan,Petrol,Individual,Manual,Second Owner,16.2 kmpl,995 CC,62.1 bhp,90.3Nm@ 4200rpm,5,Y
8092,Fiat Linea Emotion,2010,125000,40000,West,California,Visalia,Petrol,Individual,Manual,Second Owner,16.0 kmpl,1368 CC,90 bhp,115Nm@ 4500rpm,5,N
5748,Chevrolet Beat LS,2012,124000,40000,East,New York,Roosevelt,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5,N
1467,Maruti Zen Estilo 1.1 VXI BSIII,2008,120000,40000,Central,Kansas,Kansas City,Petrol,Individual,Manual,First Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5,Y
2234,Maruti 800 AC,2006,120000,40000,East,Ohio,Findlay,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,N
2566,Chevrolet Beat LS,2010,120000,40000,Central,Michigan,Sterling Heights,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5,N
1223,Maruti Alto LX,2006,100000,40000,East,Pennsylvania,Greensburg,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,Y
8000,Maruti Alto LX,2004,100000,40000,East,New York,Glen Cove,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,N
1162,Maruti Alto LXI,2005,90000,40000,East,New Jersey,Willingboro,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,Y
1163,Maruti Alto LXI,2005,80000,40000,East,Maine,Brunswick,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,Y
6959,Hyundai Accent GLS 1.6 ABS,2003,80000,40000,West,Washington,Tacoma,Petrol,Individual,Manual,Second Owner,14.4 kmpl,1599 CC,94 bhp,12.5kgm@ 3500rpm,5,N
2616,Chevrolet Spark 1.0 LT,2007,72000,40000,South,Florida,Sarasota,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5,N
5611,Maruti Zen LX BSII,1998,70000,40000,Central,Illinois,Champaign,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5,N
5879,Tata Nano Lx,2011,70000,40000,East,New York,Plainview,Petrol,Individual,Manual,First Owner,26.0 kmpl,624 CC,35 bhp,4.8kgm@ 3000rpm,4,N
3753,Maruti 800 AC,2008,65000,40000,West,Arizona,Bullhead City,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,N
3943,Tata Nano Cx BSIII,2012,60000,40000,West,California,Sacramento,Petrol,Individual,Manual,Second Owner,25.4 kmpl,624 CC,38 bhp,51Nm@ 4000+/-500rpm,4,N
6727,Maruti 800 AC,2006,50000,40000,East,Maine,Auburn,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,N
178,Maruti 800 Std,1999,40000,40000,East,District of Columbia,Washington,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,Y
8026,Maruti 800 AC,1998,35000,40000,South,North Carolina,Garner,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4,N
6728,Maruti Wagon R VXI Opt 1.2,2017,445000,39500,East,Connecticut,Seymour,Petrol,Individual,Manual,First Owner,20.52 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,N
6138,Hyundai Grand i10 Magna,2015,400000,39414,South,North Carolina,Laurinburg,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,N
5309,Hyundai Verna 1.6 VTVT S,2017,750000,39000,East,Ohio,Boardman,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5,N
8048,Honda City i VTEC VX Option,2015,649000,39000,East,Ohio,Lancaster,Petrol,Dealer,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5,N
145,Toyota Corolla Altis 1.8 G CVT,2013,625000,39000,East,District of Columbia,Washington,Petrol,Dealer,Automatic,First Owner,14.28 kmpl,1798 CC,138.03 bhp,173Nm@ 4000rpm,5,Y
3251,Toyota Corolla Altis 1.8 G CVT,2013,625000,39000,West,California,Paradise,Petrol,Dealer,Automatic,First Owner,14.28 kmpl,1798 CC,138.03 bhp,173Nm@ 4000rpm,5,N
8051,Ford Ecosport 1.5 Petrol Titanium,2016,599000,39000,South,Florida,Belle Glade,Petrol,Dealer,Manual,First Owner,15.9 kmpl,1496 CC,120.69 bhp,149Nm@ 4500rpm,5,N
5462,Maruti Wagon R Stingray VXI,2016,380000,39000,Central,Michigan,Saginaw,Petrol,Individual,Manual,Third Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5,N
3107,Hyundai i10 Magna,2013,229999,39000,West,New Mexico,Albuquerque,Petrol,Dealer,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5,N
3262,Maruti Zen Estilo Sports,2010,150000,39000,West,California,Fresno,Petrol,Individual,Manual,First Owner,16.9 kmpl,1061 CC,64.9 bhp,"8.6@ 3,500(kgm@ rpm)",5,N
6226,Maruti Alto LX,2005,55000,39000,West,California,Redondo Beach,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5,N
6664,Hyundai i20 Active 1.2 SX,2018,620000,38426,West,California,Salinas,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5,N
518,Hyundai i20 Asta Option 1.2,2016,540000,38000,West,California,San Diego,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,Y
3368,Hyundai i20 Asta Option 1.2,2016,540000,38000,South,Virginia,Salem,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,N
4049,Tata Tiago 1.2 Revotron XT,2017,430000,38000,South,South Carolina,Rock Hill,Petrol,Individual,Manual,Second Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5,N
1248,Maruti Eeco 5 Seater AC BSIV,2016,392000,38000,East,New York,Utica,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5,Y
5392,Maruti Alto K10 VXI AGS,2015,350000,38000,West,New Mexico,Albuquerque,Petrol,Individual,Automatic,Second Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5,N
1820,Renault KWID 1.0 RXT 02 Anniversary Edition,2017,325000,38000,Central,Texas,Brownsville,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5,Y
